customer_id,campaign_id,segment,signup_date,channel,campaign_cost,impressions,clicks,revenue,lead_date,conversion_date,converted
CUST1087,C104,Returning,2026-05-28,Email,2213.47,37727,3273,,,,0
CUST1088,C108,Returning,2026-01-20,Google Ads,6651.28,48252,3070,,,,0
CUST1089,C108,New,2026-01-19,Google Ads,6651.28,48252,3070,,,,0
CUST1090,C102,New,2026-01-08,Referral,1471.71,22781,2752,57.22,2026-01-09,2026-01-27,1
CUST1091,C118,High-value,2026-06-02,Social Media,3958.87,5703,233,,,,0
CUST1092,C115,New,2026-02-26,Email,723.62,17419,1486,,,,0
CUST1093,C115,New,2026-02-25,Email,723.62,17419,1486,,,,0
CUST1094,C102,New,2026-01-08,Referral,1471.71,22781,2752,58.18,2026-01-10,2026-01-20,1
CUST1095,C119,Returning,2026-05-26,Social Media,5838.57,24053,917,,,,0
CUST1096,C100,High-value,2026-07-01,Social Media,3414.76,42902,1643,,,,0
CUST1097,C119,New,2026-06-01,Social Media,5838.57,24053,917,,,,0
CUST1098,C110,New,2026-02-12,Email,1066.53,38629,3523,,,,0
CUST1099,C116,Returning,2026-04-14,Social Media,4105.29,18332,760,187.18,2026-04-16,2026-04-23,1
CUST1100,C107,High-value,2026-05-25,Organic,332.46,28437,3328,548.08,2026-05-28,2026-06-06,1
CUST1101,C103,New,2026-01-14,Google Ads,9052.37,46699,2464,,,,0
CUST1102,C105,New,2026-04-22,Email,1160.94,19694,1758,,,,0
CUST1103,C107,New,2026-05-22,Organic,332.46,28437,3328,,,,0
CUST1104,C119,High-value,2026-05-26,Social Media,5838.57,24053,917,,,,0
CUST1105,C102,New,2026-01-04,Referral,1471.71,22781,2752,,,,0
CUST1106,C115,New,2026-02-26,Email,723.62,17419,1486,,,,0
CUST1107,C102,Returning,2026-01-05,Referral,1471.71,22781,2752,189.92,2026-01-08,2026-01-13,1
CUST1108,C117,Returning,2026-05-17,Google Ads,10644.32,12437,678,153.71,2026-05-17,2026-05-25,1
CUST1109,C113,New,2026-03-10,Email,1997.92,48436,3674,,,,0
CUST1110,C117,High-value,2026-05-18,Google Ads,10644.32,12437,678,,,,0
CUST1111,C101,New,2026-05-19,Organic,436.8,25238,2315,,,,0
CUST1112,C102,Returning,2026-01-08,Referral,1471.71,22781,2752,,,,0
CUST1113,C115,New,2026-02-26,Email,723.62,17419,1486,,,,0
CUST1114,C108,Returning,2026-01-20,Google Ads,6651.28,48252,3070,,,,0
CUST1115,C103,New,2026-01-09,Google Ads,9052.37,46699,2464,,,,0
CUST1116,C100,High-value,2026-06-24,Social Media,3414.76,42902,1643,,,,0
CUST1117,C103,Returning,2026-01-13,Google Ads,9052.37,46699,2464,,,,0
CUST1118,C100,Returning,2026-07-02,Social Media,3414.76,42902,1643,108.74,2026-07-05,2026-07-19,1
CUST1119,C113,Returning,2026-03-12,Email,1997.92,48436,3674,,,,0
CUST1120,C115,Returning,2026-02-28,Email,723.62,17419,1486,221.09,2026-03-03,2026-03-07,1
CUST1121,C119,New,2026-06-01,Social Media,5838.57,24053,917,,,,0
CUST1122,C107,New,2026-05-19,Organic,332.46,28437,3328,,,,0
CUST1123,C106,High-value,2026-01-27,Email,1091.81,30669,2557,,,,0
CUST1124,C102,New,2026-01-08,Referral,1471.71,22781,2752,,,,0
CUST1125,C116,Returning,2026-04-12,Social Media,4105.29,18332,760,,,,0
CUST1126,C100,High-value,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1127,C115,New,2026-03-02,Email,723.62,17419,1486,,,,0
CUST1128,C111,Returning,2026-05-10,Organic,283.83,29286,2869,,,,0
CUST1129,C118,New,2026-06-09,Social Media,3958.87,5703,233,119.13,2026-06-09,2026-06-23,1
CUST1130,C113,Returning,2026-03-07,Email,1997.92,48436,3674,,,,0
CUST1131,C105,New,2026-04-21,Email,1160.94,19694,1758,,,,0
CUST1132,C105,New,2026-04-22,Email,1160.94,19694,1758,,,,0
CUST1133,C112,Returning,2026-06-29,Referral,1998.97,31403,3948,170.92,2026-07-01,2026-07-13,1
CUST1134,C118,Returning,2026-06-08,Social Media,3958.87,5703,233,,,,0
CUST1135,C107,Returning,2026-05-25,Organic,332.46,28437,3328,,,,0
CUST1136,C101,Returning,2026-05-15,Organic,436.8,25238,2315,,,,0
CUST1137,C100,New,2026-06-24,Social Media,3414.76,42902,1643,,,,0
CUST1138,C114,Returning,2026-04-12,Email,2692.19,32316,2759,,,,0
CUST1139,C100,New,2026-07-03,Social Media,3414.76,42902,1643,,,,0
CUST1140,C104,High-value,2026-05-31,Email,2213.47,37727,3273,,,,0
CUST1141,C115,Returning,2026-02-24,Email,723.62,17419,1486,,,,0
CUST1142,C118,Returning,2026-06-08,Social Media,3958.87,5703,233,,,,0
CUST1143,C103,High-value,2026-01-10,Google Ads,9052.37,46699,2464,,,,0
CUST1144,C102,New,2026-01-03,Referral,1471.71,22781,2752,60.52,2026-01-05,2026-01-07,1
CUST1145,C116,Returning,2026-04-11,Social Media,4105.29,18332,760,169.92,2026-04-14,2026-04-27,1
CUST1146,C116,New,2026-04-15,Social Media,4105.29,18332,760,,,,0
CUST1147,C111,High-value,2026-05-09,Organic,283.83,29286,2869,565.55,2026-05-09,2026-05-10,1
CUST1148,C113,New,2026-03-08,Email,1997.92,48436,3674,,,,0
CUST1149,C105,Returning,2026-04-14,Email,1160.94,19694,1758,186.6,2026-04-16,2026-04-23,1
CUST1150,C102,High-value,2026-01-10,Referral,1471.71,22781,2752,,,,0
CUST1151,C108,New,2026-01-24,Google Ads,6651.28,48252,3070,,,,0
CUST1152,C104,New,2026-05-23,Email,2213.47,37727,3273,,,,0
CUST1153,C116,Returning,2026-04-12,Social Media,4105.29,18332,760,,,,0
CUST1154,C113,New,2026-03-05,Email,1997.92,48436,3674,,,,0
CUST1155,C102,New,2026-01-06,Referral,1471.71,22781,2752,,,,0
CUST1156,C100,New,2026-06-28,Social Media,3414.76,42902,1643,,,,0
CUST1157,C119,New,2026-05-26,Social Media,5838.57,24053,917,,,,0
CUST1158,C100,High-value,2026-06-30,Social Media,3414.76,42902,1643,,,,0
CUST1159,C102,Returning,2026-01-08,Referral,1471.71,22781,2752,,,,0
CUST1160,C117,New,2026-05-15,Google Ads,10644.32,12437,678,,,,0
CUST1161,C109,New,2026-03-31,Referral,2024.51,43004,7521,102.08,2026-04-04,2026-04-13,1
CUST1162,C102,New,2026-01-01,Referral,1471.71,22781,2752,,,,0
CUST1163,C107,New,2026-05-17,Organic,332.46,28437,3328,,,,0
CUST1164,C113,New,2026-03-04,Email,1997.92,48436,3674,,,,0
CUST1165,C117,New,2026-05-16,Google Ads,10644.32,12437,678,,,,0
CUST1166,C114,New,2026-04-09,Email,2692.19,32316,2759,61.44,2026-04-10,2026-04-27,1
CUST1167,C101,Returning,2026-05-19,Organic,436.8,25238,2315,,,,0
CUST1168,C109,New,2026-04-02,Referral,2024.51,43004,7521,,,,0
CUST1169,C101,Returning,2026-05-17,Organic,436.8,25238,2315,117.78,2026-05-18,2026-05-31,1
CUST1170,C116,Returning,2026-04-13,Social Media,4105.29,18332,760,120.28,2026-04-14,2026-04-24,1
CUST1171,C107,Returning,2026-05-22,Organic,332.46,28437,3328,213.53,2026-05-25,2026-06-10,1
CUST1172,C100,Returning,2026-07-03,Social Media,3414.76,42902,1643,,,,0
CUST1173,C108,Returning,2026-01-15,Google Ads,6651.28,48252,3070,,,,0
CUST1174,C110,High-value,2026-02-18,Email,1066.53,38629,3523,,,,0
CUST1175,C115,Returning,2026-03-02,Email,723.62,17419,1486,,,,0
CUST1176,C106,Returning,2026-01-29,Email,1091.81,30669,2557,,,,0
CUST1177,C109,Returning,2026-04-07,Referral,2024.51,43004,7521,168.1,2026-04-08,2026-04-14,1
CUST1178,C102,Returning,2026-01-04,Referral,1471.71,22781,2752,,,,0
CUST1179,C117,New,2026-05-19,Google Ads,10644.32,12437,678,,,,0
CUST1180,C112,New,2026-06-28,Referral,1998.97,31403,3948,,,,0
CUST1181,C106,New,2026-01-29,Email,1091.81,30669,2557,,,,0
CUST1182,C103,High-value,2026-01-10,Google Ads,9052.37,46699,2464,,,,0
CUST1183,C112,Returning,2026-07-06,Referral,1998.97,31403,3948,199.99,2026-07-07,2026-07-23,1
CUST1184,C119,High-value,2026-05-24,Social Media,5838.57,24053,917,,,,0
CUST1185,C100,Returning,2026-06-24,Social Media,3414.76,42902,1643,,,,0
CUST1186,C107,New,2026-05-26,Organic,332.46,28437,3328,63.38,2026-05-30,2026-06-10,1
CUST1187,C113,New,2026-03-06,Email,1997.92,48436,3674,,,,0
CUST1188,C115,Returning,2026-02-24,Email,723.62,17419,1486,216.32,2026-02-26,2026-03-01,1
CUST1189,C113,Returning,2026-03-08,Email,1997.92,48436,3674,,,,0
CUST1190,C111,High-value,2026-05-06,Organic,283.83,29286,2869,,,,0
CUST1191,C118,New,2026-06-09,Social Media,3958.87,5703,233,,,,0
CUST1192,C114,Returning,2026-04-07,Email,2692.19,32316,2759,,,,0
CUST1193,C101,Returning,2026-05-12,Organic,436.8,25238,2315,203.54,2026-05-16,2026-05-25,1
CUST1194,C101,Returning,2026-05-17,Organic,436.8,25238,2315,,,,0
CUST1195,C118,Returning,2026-06-08,Social Media,3958.87,5703,233,,,,0
CUST1196,C116,Returning,2026-04-15,Social Media,4105.29,18332,760,,,,0
CUST1197,C119,New,2026-05-24,Social Media,5838.57,24053,917,,,,0
CUST1198,C109,Returning,2026-04-06,Referral,2024.51,43004,7521,,,,0
CUST1199,C105,Returning,2026-04-19,Email,1160.94,19694,1758,131.97,2026-04-22,2026-05-07,1
CUST1200,C114,High-value,2026-04-12,Email,2692.19,32316,2759,,,,0
CUST1201,C110,Returning,2026-02-13,Email,1066.53,38629,3523,,,,0
CUST1202,C104,New,2026-05-28,Email,2213.47,37727,3273,,,,0
CUST1203,C100,New,2026-06-24,Social Media,3414.76,42902,1643,,,,0
CUST1204,C107,High-value,2026-05-26,Organic,332.46,28437,3328,,,,0
CUST1205,C111,Returning,2026-05-04,Organic,283.83,29286,2869,209.9,2026-05-05,2026-05-18,1
CUST1206,C111,High-value,2026-05-08,Organic,283.83,29286,2869,,,,0
CUST1207,C104,New,2026-05-23,Email,2213.47,37727,3273,,,,0
CUST1208,C106,Returning,2026-02-04,Email,1091.81,30669,2557,,,,0
CUST1209,C103,Returning,2026-01-11,Google Ads,9052.37,46699,2464,,,,0
CUST1210,C105,High-value,2026-04-16,Email,1160.94,19694,1758,364.3,2026-04-18,2026-04-28,1
CUST1211,C112,New,2026-07-01,Referral,1998.97,31403,3948,,,,0
CUST1212,C119,Returning,2026-05-24,Social Media,5838.57,24053,917,,,,0
CUST1213,C114,Returning,2026-04-10,Email,2692.19,32316,2759,129.64,2026-04-11,2026-04-24,1
CUST1214,C102,New,2026-01-04,Referral,1471.71,22781,2752,,,,0
CUST1215,C107,Returning,2026-05-17,Organic,332.46,28437,3328,,,,0
CUST1216,C119,Returning,2026-05-30,Social Media,5838.57,24053,917,,,,0
CUST1217,C115,High-value,2026-02-23,Email,723.62,17419,1486,,,,0
CUST1218,C112,New,2026-07-03,Referral,1998.97,31403,3948,72.91,2026-07-04,2026-07-21,1
CUST1219,C117,New,2026-05-15,Google Ads,10644.32,12437,678,,,,0
CUST1220,C109,New,2026-04-08,Referral,2024.51,43004,7521,,,,0
CUST1221,C118,New,2026-06-06,Social Media,3958.87,5703,233,,,,0
CUST1222,C116,New,2026-04-14,Social Media,4105.29,18332,760,,,,0
CUST1223,C118,Returning,2026-06-09,Social Media,3958.87,5703,233,,,,0
CUST1224,C104,New,2026-05-24,Email,2213.47,37727,3273,,,,0
CUST1225,C108,High-value,2026-01-15,Google Ads,6651.28,48252,3070,,,,0
CUST1226,C111,High-value,2026-05-08,Organic,283.83,29286,2869,,,,0
CUST1227,C100,Returning,2026-06-26,Social Media,3414.76,42902,1643,,,,0
CUST1228,C100,High-value,2026-06-29,Social Media,3414.76,42902,1643,,,,0
CUST1229,C114,Returning,2026-04-13,Email,2692.19,32316,2759,214.19,2026-04-16,2026-04-23,1
CUST1230,C101,Returning,2026-05-14,Organic,436.8,25238,2315,,,,0
CUST1231,C115,New,2026-02-25,Email,723.62,17419,1486,,,,0
CUST1232,C107,New,2026-05-21,Organic,332.46,28437,3328,,,,0
CUST1233,C112,Returning,2026-07-01,Referral,1998.97,31403,3948,,,,0
CUST1234,C100,High-value,2026-06-27,Social Media,3414.76,42902,1643,572.99,2026-06-28,2026-07-04,1
CUST1235,C115,New,2026-02-24,Email,723.62,17419,1486,,,,0
CUST1236,C106,High-value,2026-01-30,Email,1091.81,30669,2557,,,,0
CUST1237,C104,Returning,2026-05-25,Email,2213.47,37727,3273,,,,0
CUST1238,C102,New,2026-01-05,Referral,1471.71,22781,2752,,,,0
CUST1239,C111,High-value,2026-05-05,Organic,283.83,29286,2869,,,,0
CUST1240,C115,Returning,2026-02-22,Email,723.62,17419,1486,144.48,2026-02-22,2026-03-07,1
CUST1241,C118,New,2026-06-08,Social Media,3958.87,5703,233,101.15,2026-06-10,2026-06-27,1
CUST1242,C104,Returning,2026-05-23,Email,2213.47,37727,3273,,,,0
CUST1243,C113,New,2026-03-09,Email,1997.92,48436,3674,,,,0
CUST1244,C104,Returning,2026-05-23,Email,2213.47,37727,3273,,,,0
CUST1245,C114,New,2026-04-10,Email,2692.19,32316,2759,99.25,2026-04-12,2026-04-27,1
CUST1246,C116,New,2026-04-09,Social Media,4105.29,18332,760,,,,0
CUST1247,C113,High-value,2026-03-10,Email,1997.92,48436,3674,,,,0
CUST1248,C119,Returning,2026-05-29,Social Media,5838.57,24053,917,,,,0
CUST1249,C104,New,2026-05-27,Email,2213.47,37727,3273,,,,0
CUST1250,C111,New,2026-05-13,Organic,283.83,29286,2869,107.62,2026-05-13,2026-05-17,1
CUST1251,C115,High-value,2026-02-25,Email,723.62,17419,1486,,,,0
CUST1252,C115,New,2026-02-21,Email,723.62,17419,1486,,,,0
CUST1253,C106,New,2026-01-29,Email,1091.81,30669,2557,,,,0
CUST1254,C103,New,2026-01-13,Google Ads,9052.37,46699,2464,,,,0
CUST1255,C100,New,2026-06-24,Social Media,3414.76,42902,1643,,,,0
CUST1256,C104,Returning,2026-05-26,Email,2213.47,37727,3273,,,,0
CUST1257,C109,Returning,2026-04-01,Referral,2024.51,43004,7521,140.58,2026-04-04,2026-04-19,1
CUST1258,C104,New,2026-05-25,Email,2213.47,37727,3273,,,,0
CUST1259,C103,Returning,2026-01-05,Google Ads,9052.37,46699,2464,,,,0
CUST1260,C101,New,2026-05-13,Organic,436.8,25238,2315,,,,0
CUST1261,C119,High-value,2026-06-01,Social Media,5838.57,24053,917,,,,0
CUST1262,C109,High-value,2026-04-06,Referral,2024.51,43004,7521,443.24,2026-04-07,2026-04-21,1
CUST1263,C118,New,2026-06-09,Social Media,3958.87,5703,233,,,,0
CUST1264,C100,High-value,2026-06-26,Social Media,3414.76,42902,1643,,,,0
CUST1265,C104,Returning,2026-05-25,Email,2213.47,37727,3273,,,,0
CUST1266,C112,New,2026-06-29,Referral,1998.97,31403,3948,,,,0
CUST1267,C103,New,2026-01-07,Google Ads,9052.37,46699,2464,98.73,2026-01-08,2026-01-19,1
CUST1268,C115,New,2026-03-01,Email,723.62,17419,1486,,,,0
CUST1269,C115,Returning,2026-02-23,Email,723.62,17419,1486,,,,0
CUST1270,C101,High-value,2026-05-15,Organic,436.8,25238,2315,288.4,2026-05-17,2026-05-21,1
CUST1271,C116,Returning,2026-04-07,Social Media,4105.29,18332,760,,,,0
CUST1272,C119,High-value,2026-05-26,Social Media,5838.57,24053,917,400.56,2026-05-29,2026-06-01,1
CUST1273,C111,Returning,2026-05-10,Organic,283.83,29286,2869,,,,0
CUST1274,C117,Returning,2026-05-18,Google Ads,10644.32,12437,678,188.51,2026-05-21,2026-05-23,1
CUST1275,C102,Returning,2026-01-03,Referral,1471.71,22781,2752,135.31,2026-01-06,2026-01-16,1
CUST1276,C100,New,2026-06-28,Social Media,3414.76,42902,1643,117.29,2026-06-29,2026-07-12,1
CUST1277,C100,Returning,2026-06-24,Social Media,3414.76,42902,1643,108.62,2026-06-27,2026-07-15,1
CUST1278,C118,Returning,2026-06-09,Social Media,3958.87,5703,233,219.97,2026-06-09,2026-06-25,1
CUST1279,C110,New,2026-02-20,Email,1066.53,38629,3523,,,,0
CUST1280,C104,Returning,2026-05-31,Email,2213.47,37727,3273,,,,0
CUST1281,C111,New,2026-05-04,Organic,283.83,29286,2869,,,,0
CUST1282,C102,Returning,2026-01-05,Referral,1471.71,22781,2752,131.01,2026-01-09,2026-01-20,1
CUST1283,C100,Returning,2026-07-03,Social Media,3414.76,42902,1643,110.86,2026-07-06,2026-07-16,1
CUST1284,C100,New,2026-07-02,Social Media,3414.76,42902,1643,,,,0
CUST1285,C107,New,2026-05-17,Organic,332.46,28437,3328,74.72,2026-05-21,2026-05-30,1
CUST1286,C109,New,2026-03-31,Referral,2024.51,43004,7521,106.32,2026-04-01,2026-04-13,1
CUST1287,C110,High-value,2026-02-14,Email,1066.53,38629,3523,,,,0
CUST1288,C111,New,2026-05-07,Organic,283.83,29286,2869,,,,0
CUST1289,C112,High-value,2026-06-29,Referral,1998.97,31403,3948,,,,0
CUST1290,C111,New,2026-05-12,Organic,283.83,29286,2869,,,,0
CUST1291,C113,High-value,2026-03-12,Email,1997.92,48436,3674,,,,0
CUST1292,C101,High-value,2026-05-12,Organic,436.8,25238,2315,520.78,2026-05-15,2026-06-03,1
CUST1293,C118,New,2026-06-08,Social Media,3958.87,5703,233,,,,0
CUST1294,C117,Returning,2026-05-17,Google Ads,10644.32,12437,678,,,,0
CUST1295,C102,New,2026-01-08,Referral,1471.71,22781,2752,,,,0
CUST1296,C116,Returning,2026-04-15,Social Media,4105.29,18332,760,,,,0
CUST1297,C107,New,2026-05-20,Organic,332.46,28437,3328,,,,0
CUST1298,C109,New,2026-04-01,Referral,2024.51,43004,7521,,,,0
CUST1299,C101,New,2026-05-12,Organic,436.8,25238,2315,,,,0
CUST1300,C118,New,2026-06-08,Social Media,3958.87,5703,233,,,,0
CUST1301,C108,New,2026-01-15,Google Ads,6651.28,48252,3070,,,,0
CUST1302,C106,Returning,2026-02-02,Email,1091.81,30669,2557,130.06,2026-02-04,2026-02-05,1
CUST1303,C103,High-value,2026-01-07,Google Ads,9052.37,46699,2464,,,,0
CUST1304,C117,New,2026-05-14,Google Ads,10644.32,12437,678,,,,0
CUST1305,C112,Returning,2026-06-29,Referral,1998.97,31403,3948,,,,0
CUST1306,C110,New,2026-02-20,Email,1066.53,38629,3523,,,,0
CUST1307,C103,Returning,2026-01-10,Google Ads,9052.37,46699,2464,,,,0
CUST1308,C103,High-value,2026-01-14,Google Ads,9052.37,46699,2464,,,,0
CUST1309,C109,High-value,2026-04-01,Referral,2024.51,43004,7521,,,,0
CUST1310,C104,High-value,2026-05-31,Email,2213.47,37727,3273,,,,0
CUST1311,C108,New,2026-01-18,Google Ads,6651.28,48252,3070,,,,0
CUST1312,C102,Returning,2026-01-10,Referral,1471.71,22781,2752,,,,0
CUST1313,C116,Returning,2026-04-14,Social Media,4105.29,18332,760,,,,0
CUST1314,C102,New,2026-01-09,Referral,1471.71,22781,2752,,,,0
CUST1315,C115,High-value,2026-02-26,Email,723.62,17419,1486,342.97,2026-02-27,2026-03-17,1
CUST1316,C103,New,2026-01-08,Google Ads,9052.37,46699,2464,,,,0
CUST1317,C117,Returning,2026-05-18,Google Ads,10644.32,12437,678,,,,0
CUST1318,C116,New,2026-04-06,Social Media,4105.29,18332,760,,,,0
CUST1319,C106,New,2026-01-30,Email,1091.81,30669,2557,,,,0
CUST1320,C104,Returning,2026-05-26,Email,2213.47,37727,3273,182.11,2026-05-26,2026-06-09,1
CUST1321,C111,Returning,2026-05-11,Organic,283.83,29286,2869,,,,0
CUST1322,C116,New,2026-04-07,Social Media,4105.29,18332,760,,,,0
CUST1323,C112,New,2026-07-02,Referral,1998.97,31403,3948,,,,0
CUST1324,C102,Returning,2026-01-06,Referral,1471.71,22781,2752,,,,0
CUST1325,C108,New,2026-01-19,Google Ads,6651.28,48252,3070,,,,0
CUST1326,C116,New,2026-04-14,Social Media,4105.29,18332,760,,,,0
CUST1327,C116,High-value,2026-04-15,Social Media,4105.29,18332,760,,,,0
