customer_id,campaign_id,segment,signup_date
CUST1139,C100,New,2026-07-03
CUST1140,C104,High-value,2026-05-31
CUST1141,C115,Returning,2026-02-24
CUST1142,C118,Returning,2026-06-08
CUST1143,C103,High-value,2026-01-10
CUST1144,C102,New,2026-01-03
CUST1145,C116,Returning,2026-04-11
CUST1146,C116,New,2026-04-15
CUST1147,C111,High-value,2026-05-09
CUST1148,C113,New,2026-03-08
CUST1149,C105,Returning,2026-04-14
CUST1150,C102,High-value,2026-01-10
CUST1151,C108,New,2026-01-24
CUST1152,C104,New,2026-05-23
CUST1153,C116,Returning,2026-04-12
CUST1154,C113,New,2026-03-05
CUST1155,C102,New,2026-01-06
CUST1156,C100,New,2026-06-28
CUST1157,C119,New,2026-05-26
CUST1158,C100,High-value,2026-06-30
CUST1159,C102,Returning,2026-01-08
CUST1160,C117,New,2026-05-15
CUST1161,C109,New,2026-03-31
CUST1162,C102,New,2026-01-01
CUST1163,C107,New,2026-05-17
CUST1164,C113,New,2026-03-04
CUST1165,C117,New,2026-05-16
CUST1166,C114,New,2026-04-09
CUST1167,C101,Returning,2026-05-19
CUST1168,C109,New,2026-04-02
CUST1169,C101,Returning,2026-05-17
CUST1170,C116,Returning,2026-04-13
CUST1171,C107,Returning,2026-05-22
CUST1172,C100,Returning,2026-07-03
CUST1173,C108,Returning,2026-01-15
CUST1174,C110,High-value,2026-02-18
CUST1175,C115,Returning,2026-03-02
CUST1176,C106,Returning,2026-01-29
CUST1177,C109,Returning,2026-04-07
CUST1178,C102,Returning,2026-01-04
CUST1179,C117,New,2026-05-19
CUST1180,C112,New,2026-06-28
CUST1181,C106,New,2026-01-29
CUST1182,C103,High-value,2026-01-10
CUST1183,C112,Returning,2026-07-06
CUST1184,C119,High-value,2026-05-24
CUST1185,C100,Returning,2026-06-24
CUST1186,C107,New,2026-05-26
CUST1187,C113,New,2026-03-06
CUST1188,C115,Returning,2026-02-24
CUST1189,C113,Returning,2026-03-08
CUST1190,C111,High-value,2026-05-06
CUST1191,C118,New,2026-06-09
CUST1192,C114,Returning,2026-04-07
CUST1193,C101,Returning,2026-05-12
CUST1194,C101,Returning,2026-05-17
CUST1195,C118,Returning,2026-06-08
CUST1196,C116,Returning,2026-04-15
CUST1197,C119,New,2026-05-24
CUST1198,C109,Returning,2026-04-06
CUST1199,C105,Returning,2026-04-19
CUST1200,C114,High-value,2026-04-12
CUST1201,C110,Returning,2026-02-13
CUST1202,C104,New,2026-05-28
CUST1203,C100,New,2026-06-24
CUST1204,C107,High-value,2026-05-26
CUST1205,C111,Returning,2026-05-04
CUST1206,C111,High-value,2026-05-08
CUST1207,C104,New,2026-05-23
CUST1208,C106,Returning,2026-02-04
CUST1209,C103,Returning,2026-01-11
CUST1210,C105,High-value,2026-04-16
CUST1211,C112,New,2026-07-01
CUST1212,C119,Returning,2026-05-24
CUST1213,C114,Returning,2026-04-10
CUST1214,C102,New,2026-01-04
CUST1215,C107,Returning,2026-05-17
CUST1216,C119,Returning,2026-05-30
CUST1217,C115,High-value,2026-02-23
CUST1218,C112,New,2026-07-03
CUST1219,C117,New,2026-05-15
CUST1220,C109,New,2026-04-08
CUST1221,C118,New,2026-06-06
CUST1222,C116,New,2026-04-14
CUST1223,C118,Returning,2026-06-09
CUST1224,C104,New,2026-05-24
CUST1225,C108,High-value,2026-01-15
CUST1226,C111,High-value,2026-05-08
CUST1227,C100,Returning,2026-06-26
CUST1228,C100,High-value,2026-06-29
CUST1229,C114,Returning,2026-04-13
CUST1230,C101,Returning,2026-05-14
CUST1231,C115,New,2026-02-25
CUST1232,C107,New,2026-05-21
CUST1233,C112,Returning,2026-07-01
CUST1234,C100,High-value,2026-06-27
CUST1235,C115,New,2026-02-24
CUST1236,C106,High-value,2026-01-30
CUST1237,C104,Returning,2026-05-25
CUST1238,C102,New,2026-01-05
CUST1239,C111,High-value,2026-05-05
CUST1240,C115,Returning,2026-02-22
CUST1241,C118,New,2026-06-08
CUST1242,C104,Returning,2026-05-23
CUST1243,C113,New,2026-03-09
CUST1244,C104,Returning,2026-05-23
CUST1245,C114,New,2026-04-10
CUST1246,C116,New,2026-04-09
CUST1247,C113,High-value,2026-03-10
CUST1248,C119,Returning,2026-05-29
CUST1249,C104,New,2026-05-27
CUST1250,C111,New,2026-05-13
CUST1251,C115,High-value,2026-02-25
CUST1252,C115,New,2026-02-21
CUST1253,C106,New,2026-01-29
CUST1254,C103,New,2026-01-13
CUST1255,C100,New,2026-06-24
CUST1256,C104,Returning,2026-05-26
CUST1257,C109,Returning,2026-04-01
CUST1258,C104,New,2026-05-25
CUST1259,C103,Returning,2026-01-05
CUST1260,C101,New,2026-05-13
CUST1261,C119,High-value,2026-06-01
CUST1262,C109,High-value,2026-04-06
CUST1263,C118,New,2026-06-09
CUST1264,C100,High-value,2026-06-26
CUST1265,C104,Returning,2026-05-25
CUST1266,C112,New,2026-06-29
CUST1267,C103,New,2026-01-07
CUST1268,C115,New,2026-03-01
CUST1269,C115,Returning,2026-02-23
CUST1270,C101,High-value,2026-05-15
CUST1271,C116,Returning,2026-04-07
CUST1272,C119,High-value,2026-05-26
CUST1273,C111,Returning,2026-05-10
CUST1274,C117,Returning,2026-05-18
CUST1275,C102,Returning,2026-01-03
CUST1276,C100,New,2026-06-28
CUST1277,C100,Returning,2026-06-24
CUST1278,C118,Returning,2026-06-09
CUST1279,C110,New,2026-02-20
CUST1280,C104,Returning,2026-05-31
CUST1281,C111,New,2026-05-04
CUST1282,C102,Returning,2026-01-05
CUST1283,C100,Returning,2026-07-03
CUST1284,C100,New,2026-07-02
CUST1285,C107,New,2026-05-17
CUST1286,C109,New,2026-03-31
CUST1287,C110,High-value,2026-02-14
CUST1288,C111,New,2026-05-07
CUST1289,C112,High-value,2026-06-29
CUST1290,C111,New,2026-05-12
CUST1291,C113,High-value,2026-03-12
CUST1292,C101,High-value,2026-05-12
CUST1293,C118,New,2026-06-08
CUST1294,C117,Returning,2026-05-17
CUST1295,C102,New,2026-01-08
CUST1296,C116,Returning,2026-04-15
CUST1297,C107,New,2026-05-20
CUST1298,C109,New,2026-04-01
CUST1299,C101,New,2026-05-12
CUST1300,C118,New,2026-06-08
CUST1301,C108,New,2026-01-15
CUST1302,C106,Returning,2026-02-02
CUST1303,C103,High-value,2026-01-07
CUST1304,C117,New,2026-05-14
CUST1305,C112,Returning,2026-06-29
CUST1306,C110,New,2026-02-20
CUST1307,C103,Returning,2026-01-10
CUST1308,C103,High-value,2026-01-14
CUST1309,C109,High-value,2026-04-01
CUST1310,C104,High-value,2026-05-31
CUST1311,C108,New,2026-01-18
CUST1312,C102,Returning,2026-01-10
CUST1313,C116,Returning,2026-04-14
CUST1314,C102,New,2026-01-09
CUST1315,C115,High-value,2026-02-26
CUST1316,C103,New,2026-01-08
CUST1317,C117,Returning,2026-05-18
CUST1318,C116,New,2026-04-06
CUST1319,C106,New,2026-01-30
CUST1320,C104,Returning,2026-05-26
CUST1321,C111,Returning,2026-05-11
CUST1322,C116,New,2026-04-07
CUST1323,C112,New,2026-07-02
CUST1324,C102,Returning,2026-01-06
CUST1325,C108,New,2026-01-19
CUST1326,C116,New,2026-04-14
CUST1327,C116,High-value,2026-04-15
CUST1328,C119,Returning,2026-05-23
CUST1329,C115,New,2026-02-23
CUST1330,C112,Returning,2026-06-29
CUST1331,C118,Returning,2026-06-02
CUST1332,C116,High-value,2026-04-15
CUST1333,C103,Returning,2026-01-13
CUST1334,C111,New,2026-05-12
CUST1335,C108,New,2026-01-24
CUST1336,C118,New,2026-06-01
CUST1337,C111,Returning,2026-05-06
CUST1338,C108,New,2026-01-18
CUST1339,C106,Returning,2026-02-04
CUST1340,C113,New,2026-03-06
CUST1341,C119,New,2026-05-29
CUST1342,C118,High-value,2026-06-02
CUST1343,C114,New,2026-04-12
CUST1344,C115,New,2026-02-27
CUST1345,C104,Returning,2026-05-30
CUST1346,C102,New,2026-01-02
CUST1347,C111,Returning,2026-05-09
CUST1348,C119,Returning,2026-05-31
CUST1349,C103,New,2026-01-06
CUST1350,C115,Returning,2026-02-22
CUST1351,C106,Returning,2026-01-31
CUST1352,C112,New,2026-07-07
CUST1353,C109,New,2026-04-09
CUST1354,C106,New,2026-02-05
CUST1355,C113,High-value,2026-03-11
CUST1356,C104,New,2026-05-30
CUST1357,C102,Returning,2026-01-02
CUST1358,C110,Returning,2026-02-15
CUST1359,C110,Returning,2026-02-17
CUST1360,C117,New,2026-05-17
CUST1361,C114,New,2026-04-11
CUST1362,C111,Returning,2026-05-10
CUST1363,C108,New,2026-01-17
CUST1364,C109,New,2026-04-02
CUST1365,C111,New,2026-05-13
CUST1366,C116,New,2026-04-14
CUST1367,C105,High-value,2026-04-20
CUST1368,C106,New,2026-01-31
CUST1369,C113,New,2026-03-09
CUST1370,C112,New,2026-07-07
CUST1371,C107,Returning,2026-05-17
CUST1372,C109,Returning,2026-04-09
CUST1373,C108,New,2026-01-15
CUST1374,C117,Returning,2026-05-15
CUST1375,C101,Returning,2026-05-12
CUST1376,C104,High-value,2026-05-28
CUST1377,C104,Returning,2026-05-23
CUST1378,C105,New,2026-04-22
CUST1379,C118,New,2026-06-01
CUST1380,C107,New,2026-05-21
CUST1381,C115,New,2026-02-24
CUST1382,C112,High-value,2026-07-05
CUST1383,C100,New,2026-06-27
CUST1384,C119,New,2026-05-28
CUST1385,C116,Returning,2026-04-10
CUST1386,C106,Returning,2026-01-28
CUST1387,C112,New,2026-07-05
CUST1388,C103,New,2026-01-06
CUST1389,C103,New,2026-01-13
CUST1390,C105,Returning,2026-04-21
CUST1391,C118,New,2026-06-02
CUST1392,C111,New,2026-05-07
CUST1393,C106,Returning,2026-02-03
CUST1394,C109,New,2026-04-08
CUST1395,C118,Returning,2026-06-02
CUST1396,C106,New,2026-01-31
CUST1397,C102,New,2026-01-08
CUST1398,C112,High-value,2026-06-30
CUST1399,C112,Returning,2026-07-04
CUST1400,C117,New,2026-05-19
CUST1401,C119,Returning,2026-06-01
CUST1402,C107,Returning,2026-05-19
CUST1403,C108,Returning,2026-01-16
CUST1404,C106,New,2026-02-05
CUST1405,C100,High-value,2026-06-30
CUST1406,C102,New,2026-01-09
CUST1407,C112,New,2026-06-28
CUST1408,C116,New,2026-04-08
CUST1409,C100,New,2026-06-28
CUST1410,C105,Returning,2026-04-15
CUST1411,C105,New,2026-04-13
CUST1412,C111,New,2026-05-10
CUST1413,C112,High-value,2026-07-04
CUST1414,C112,New,2026-07-07
CUST1415,C114,New,2026-04-13
CUST1416,C115,New,2026-02-25
CUST1417,C110,New,2026-02-20
CUST1418,C104,New,2026-05-26
CUST1419,C103,Returning,2026-01-09
CUST1420,C102,New,2026-01-01
CUST1421,C118,New,2026-06-09
CUST1422,C119,Returning,2026-05-27
CUST1423,C117,Returning,2026-05-17
CUST1424,C114,New,2026-04-06
CUST1425,C108,Returning,2026-01-21
CUST1426,C116,New,2026-04-06
CUST1427,C113,New,2026-03-05
CUST1428,C114,Returning,2026-04-07
CUST1429,C100,New,2026-06-28
CUST1430,C102,High-value,2026-01-10
CUST1431,C115,New,2026-02-27
CUST1432,C110,Returning,2026-02-11
CUST1433,C111,New,2026-05-13
CUST1434,C109,Returning,2026-03-31
CUST1435,C115,Returning,2026-02-21
CUST1436,C107,Returning,2026-05-22
CUST1437,C105,New,2026-04-14
CUST1438,C111,Returning,2026-05-04
CUST1439,C107,Returning,2026-05-22
CUST1440,C103,Returning,2026-01-06
CUST1441,C107,Returning,2026-05-22
CUST1442,C117,Returning,2026-05-21
CUST1443,C104,New,2026-05-29
CUST1444,C108,New,2026-01-16
CUST1445,C103,New,2026-01-13
CUST1446,C116,New,2026-04-13
CUST1447,C108,High-value,2026-01-24
CUST1448,C100,Returning,2026-06-24
CUST1449,C119,High-value,2026-05-29
CUST1450,C112,New,2026-07-07
CUST1451,C115,High-value,2026-02-26
CUST1452,C112,Returning,2026-07-03
CUST1453,C113,Returning,2026-03-09
CUST1454,C102,Returning,2026-01-06
CUST1455,C105,New,2026-04-22
CUST1456,C117,Returning,2026-05-18
CUST1457,C118,Returning,2026-06-02
CUST1458,C104,New,2026-05-27
CUST1459,C114,New,2026-04-08
CUST1460,C101,High-value,2026-05-17
CUST1461,C109,High-value,2026-04-06
CUST1462,C117,High-value,2026-05-19
CUST1463,C112,Returning,2026-06-29
CUST1464,C104,New,2026-05-30
CUST1465,C100,New,2026-06-28
CUST1466,C100,New,2026-07-02
CUST1467,C117,New,2026-05-21
CUST1468,C114,New,2026-04-10
CUST1469,C116,New,2026-04-12
CUST1470,C110,New,2026-02-19
CUST1471,C116,High-value,2026-04-09
CUST1472,C112,New,2026-06-29
CUST1473,C100,High-value,2026-07-02
CUST1474,C101,Returning,2026-05-12
CUST1475,C108,New,2026-01-17
CUST1476,C102,New,2026-01-10
CUST1477,C100,New,2026-06-25
CUST1478,C115,New,2026-02-23
CUST1479,C105,Returning,2026-04-18
CUST1480,C116,New,2026-04-08
CUST1481,C104,New,2026-05-31
CUST1482,C104,New,2026-05-29
CUST1483,C105,High-value,2026-04-18
CUST1484,C102,Returning,2026-01-07
CUST1485,C104,Returning,2026-05-22
CUST1486,C104,New,2026-05-24
CUST1487,C109,Returning,2026-04-02
CUST1488,C109,Returning,2026-04-01
CUST1489,C118,Returning,2026-06-06
CUST1490,C116,High-value,2026-04-14
CUST1491,C113,New,2026-03-07
CUST1492,C108,High-value,2026-01-19
CUST1493,C113,High-value,2026-03-06
CUST1494,C100,New,2026-07-02
CUST1495,C118,New,2026-06-03
CUST1496,C112,High-value,2026-07-02
CUST1497,C112,New,2026-06-28
CUST1498,C103,Returning,2026-01-06
CUST1499,C100,High-value,2026-07-02
CUST1500,C116,Returning,2026-04-07
CUST1501,C107,New,2026-05-21
CUST1502,C101,Returning,2026-05-18
CUST1503,C107,New,2026-05-19
CUST1504,C106,Returning,2026-02-01
CUST1505,C101,New,2026-05-14
CUST1506,C102,Returning,2026-01-07
CUST1507,C117,Returning,2026-05-21
CUST1508,C111,Returning,2026-05-06
CUST1509,C100,Returning,2026-06-29
CUST1510,C111,Returning,2026-05-13
CUST1511,C104,Returning,2026-05-30
CUST1512,C116,New,2026-04-15
CUST1513,C115,Returning,2026-02-21
CUST1514,C114,New,2026-04-08
CUST1515,C114,High-value,2026-04-07
CUST1516,C104,New,2026-05-29
CUST1517,C113,New,2026-03-10
CUST1518,C101,Returning,2026-05-12
CUST1519,C110,New,2026-02-16
CUST1520,C118,New,2026-06-02
CUST1521,C106,Returning,2026-02-03
CUST1522,C105,Returning,2026-04-22
CUST1523,C101,Returning,2026-05-13
CUST1524,C105,New,2026-04-22
CUST1525,C117,Returning,2026-05-20
CUST1526,C101,New,2026-05-11
CUST1527,C117,Returning,2026-05-16
CUST1528,C114,Returning,2026-04-08
CUST1529,C118,Returning,2026-06-05
CUST1530,C101,New,2026-05-20
CUST1531,C119,New,2026-05-24
CUST1532,C105,New,2026-04-21
CUST1533,C100,New,2026-06-29
CUST1534,C114,New,2026-04-12
CUST1535,C109,Returning,2026-04-04
CUST1536,C118,New,2026-06-08
CUST1537,C116,High-value,2026-04-06
CUST1538,C104,New,2026-05-26
CUST1539,C103,Returning,2026-01-14
CUST1540,C109,Returning,2026-04-05
CUST1541,C116,New,2026-04-12
CUST1542,C109,New,2026-04-03
CUST1543,C116,Returning,2026-04-06
CUST1544,C119,New,2026-05-30
CUST1545,C104,High-value,2026-05-31
CUST1546,C101,Returning,2026-05-14
CUST1547,C105,High-value,2026-04-15
CUST1548,C101,New,2026-05-17
CUST1549,C112,Returning,2026-06-29
CUST1550,C110,Returning,2026-02-18
CUST1551,C110,Returning,2026-02-16
CUST1552,C115,New,2026-02-27
CUST1553,C110,Returning,2026-02-15
CUST1554,C118,New,2026-06-08
CUST1555,C114,Returning,2026-04-10
CUST1556,C115,New,2026-02-25
CUST1557,C110,High-value,2026-02-13
CUST1558,C115,New,2026-02-21
CUST1559,C107,Returning,2026-05-18
CUST1560,C103,High-value,2026-01-12
CUST1561,C107,Returning,2026-05-17
CUST1562,C103,Returning,2026-01-11
CUST1563,C102,New,2026-01-05
CUST1564,C102,High-value,2026-01-03
CUST1565,C117,New,2026-05-18
CUST1566,C118,Returning,2026-06-08
CUST1567,C118,Returning,2026-06-01
CUST1568,C104,Returning,2026-05-29
CUST1569,C117,New,2026-05-20
CUST1570,C109,Returning,2026-04-02
CUST1571,C105,Returning,2026-04-14
CUST1572,C100,New,2026-06-30
CUST1573,C104,High-value,2026-05-26
CUST1574,C108,New,2026-01-19
CUST1575,C111,New,2026-05-13
CUST1576,C113,New,2026-03-08
CUST1577,C101,New,2026-05-14
CUST1578,C116,High-value,2026-04-10
CUST1579,C113,New,2026-03-07
CUST1580,C112,New,2026-07-03
CUST1581,C108,New,2026-01-18
CUST1582,C114,Returning,2026-04-07
CUST1583,C114,Returning,2026-04-14
CUST1584,C110,New,2026-02-12
CUST1585,C115,New,2026-03-01
CUST1586,C116,High-value,2026-04-15
CUST1587,C103,New,2026-01-10
CUST1588,C100,New,2026-07-02
CUST1589,C107,New,2026-05-25
CUST1590,C116,Returning,2026-04-08
CUST1591,C102,New,2026-01-01
CUST1592,C119,Returning,2026-05-23
CUST1593,C114,New,2026-04-08
CUST1594,C114,High-value,2026-04-10
CUST1595,C113,New,2026-03-06
CUST1596,C113,Returning,2026-03-12
CUST1597,C101,New,2026-05-19
CUST1598,C112,New,2026-06-30
CUST1599,C113,Returning,2026-03-06
CUST1600,C118,New,2026-06-04
CUST1601,C106,High-value,2026-01-28
CUST1602,C102,High-value,2026-01-06
CUST1603,C114,High-value,2026-04-12
CUST1604,C113,New,2026-03-12
CUST1605,C110,Returning,2026-02-16
CUST1606,C114,New,2026-04-08
CUST1607,C112,High-value,2026-07-02
CUST1608,C117,Returning,2026-05-15
CUST1609,C105,Returning,2026-04-17
CUST1610,C102,New,2026-01-08
CUST1611,C118,Returning,2026-06-07
CUST1612,C114,New,2026-04-11
CUST1613,C104,Returning,2026-05-22
CUST1614,C109,New,2026-04-07
CUST1615,C106,Returning,2026-02-03
CUST1616,C116,Returning,2026-04-07
CUST1617,C106,Returning,2026-01-30
CUST1618,C111,New,2026-05-05
CUST1619,C116,Returning,2026-04-09
CUST1620,C112,New,2026-07-07
CUST1621,C119,New,2026-05-29
CUST1622,C103,New,2026-01-13
CUST1623,C109,New,2026-04-07
CUST1624,C102,New,2026-01-09
CUST1625,C108,Returning,2026-01-22
CUST1626,C112,New,2026-06-29
CUST1627,C117,New,2026-05-18
CUST1628,C114,High-value,2026-04-07
CUST1629,C103,New,2026-01-06
CUST1630,C114,Returning,2026-04-09
CUST1631,C101,Returning,2026-05-11
CUST1632,C114,High-value,2026-04-10
CUST1633,C107,Returning,2026-05-22
CUST1634,C107,Returning,2026-05-25
CUST1635,C116,Returning,2026-04-15
CUST1636,C111,New,2026-05-11
CUST1637,C118,Returning,2026-06-01
CUST1638,C109,New,2026-03-31
CUST1639,C108,High-value,2026-01-16
CUST1640,C104,New,2026-05-28
CUST1641,C105,Returning,2026-04-16
CUST1642,C119,New,2026-06-01
CUST1643,C101,Returning,2026-05-15
CUST1644,C112,New,2026-07-04
CUST1645,C105,High-value,2026-04-15
CUST1646,C104,Returning,2026-05-31
CUST1647,C100,New,2026-06-25
CUST1648,C105,Returning,2026-04-19
CUST1649,C105,Returning,2026-04-17
CUST1650,C115,Returning,2026-02-21
CUST1651,C103,New,2026-01-05
CUST1652,C110,New,2026-02-19
CUST1653,C108,New,2026-01-19
CUST1654,C102,New,2026-01-01
CUST1655,C118,High-value,2026-06-06
CUST1656,C107,New,2026-05-25
CUST1657,C104,Returning,2026-05-22
CUST1658,C103,New,2026-01-14
CUST1659,C105,Returning,2026-04-16
CUST1660,C101,Returning,2026-05-13
CUST1661,C119,High-value,2026-05-27
CUST1662,C110,New,2026-02-17
CUST1663,C103,New,2026-01-12
CUST1664,C114,New,2026-04-07
CUST1665,C105,New,2026-04-19
CUST1666,C116,New,2026-04-06
CUST1667,C105,New,2026-04-19
CUST1668,C118,New,2026-06-07
CUST1669,C101,Returning,2026-05-12
CUST1670,C114,New,2026-04-14
CUST1671,C110,New,2026-02-11
CUST1672,C107,New,2026-05-22
CUST1673,C118,Returning,2026-05-31
CUST1674,C112,High-value,2026-06-30
CUST1675,C111,Returning,2026-05-09
CUST1676,C104,Returning,2026-05-24
CUST1677,C105,New,2026-04-20
CUST1678,C103,Returning,2026-01-09
CUST1679,C118,New,2026-06-01
CUST1680,C119,New,2026-05-26
CUST1681,C100,Returning,2026-07-02
CUST1682,C119,High-value,2026-05-26
CUST1683,C116,New,2026-04-15
CUST1684,C111,Returning,2026-05-13
CUST1685,C114,Returning,2026-04-13
CUST1686,C100,New,2026-06-28
CUST1687,C113,New,2026-03-13
CUST1688,C105,New,2026-04-13
CUST1689,C104,New,2026-05-28
CUST1690,C110,New,2026-02-13
CUST1691,C103,New,2026-01-14
CUST1692,C112,New,2026-07-05
CUST1693,C110,Returning,2026-02-13
CUST1694,C102,Returning,2026-01-01
CUST1695,C100,High-value,2026-06-28
CUST1696,C105,New,2026-04-14
CUST1697,C117,Returning,2026-05-15
CUST1698,C109,High-value,2026-03-31
CUST1699,C104,Returning,2026-05-30
CUST1700,C109,New,2026-04-05
CUST1701,C111,Returning,2026-05-11
CUST1702,C101,New,2026-05-14
CUST1703,C112,New,2026-07-06
CUST1704,C107,Returning,2026-05-18
CUST1705,C101,Returning,2026-05-19
CUST1706,C119,New,2026-05-27
CUST1707,C100,High-value,2026-06-29
CUST1708,C104,Returning,2026-05-24
CUST1709,C108,New,2026-01-18
CUST1710,C116,High-value,2026-04-11
CUST1711,C108,New,2026-01-21
CUST1712,C110,High-value,2026-02-11
CUST1713,C114,Returning,2026-04-12
CUST1714,C105,New,2026-04-13
CUST1715,C102,Returning,2026-01-05
CUST1716,C116,Returning,2026-04-11
CUST1717,C104,Returning,2026-05-23
CUST1718,C111,High-value,2026-05-13
CUST1719,C117,Returning,2026-05-20
CUST1720,C113,Returning,2026-03-13
CUST1721,C110,High-value,2026-02-16
CUST1722,C108,Returning,2026-01-21
CUST1723,C101,New,2026-05-20
CUST1724,C111,High-value,2026-05-11
CUST1725,C102,New,2026-01-10
CUST1726,C102,Returning,2026-01-01
CUST1727,C100,High-value,2026-07-01
CUST1728,C107,Returning,2026-05-20
CUST1729,C107,Returning,2026-05-26
CUST1730,C110,Returning,2026-02-18
CUST1731,C108,New,2026-01-20
